,type,score,title,seasons,image,link,generos,pais,tags,fecha,duracion,sinopsis,audio,subtítulos
41,SERIE,8.0,El mundo conectado,Serie completa,https://static.filmin.es/images/media/45249/7/card_0_3_550x310.jpg,https://www.filmin.es/serie/el-mundo-conectado,"Ciencia ficción, Thriller, Clásicos",Alemania,"1 Grimme Awards, Clásicos, Ciclo Rainer W. Fassbinder, AMFF 2023, Nuevo Cine Alemán, Crimen y Delincuencia, Futurista, Ciencia, Basado en una Novela, Nuevas tecnologías, Mini Series, Científico Loco, Realidad Virtual, Violencia, Subtítulos en inglés",1973.0, Serie completa ,"Estéticamente apabullante, avanzada a su tiempo y con un magnetismo propio del autor, descubre esta épica ""sci- fi"" de Rainer Werner Fassbinder que hasta hace bien poco se creía perdida. Viaja a un fascinante mundo futurista que imagina las sociedades del futuro mediante la tecnología de los mundos simulados.

El profesor Vollmer dirige un equipo de investigación para predecir cómo será la sociedad del futuro. Para ello ha creado a ""Simulacron"", una simulación del mundo real con personas virtuales dotadas de inteligencia, cuyas evoluciones estudia para fines científicos. Tras una situación inesperada, el experimento comenzará a mostrar inquietantes consecuencias: uno de los seres virtuales se ha infiltrado en el mundo real.",Alemán (Original),"Español
Inglés"
42,SERIE,8.0,Memorias de una escritora,Serie completa,https://static.filmin.es/images/media/43653/4/card_0_3_550x310.png,https://www.filmin.es/serie/memorias-de-una-escritora,"Drama, Biopic",Dinamarca,"1 Camerimage, Otros 1 premios o nominaciones, Biopic Literatura, Cine de Época, Drama de Época, Mini Series, Basada en hechos reales, Escritoras, Relaciones Familiares, Literatura, Biopic Mujeres Extraordinarias, Amor Prohibido, Machismo, Colonialismo, Años 30, Mujeres Artistas, Divorcio, Pobreza, Olvidadas por la historia",2022.0, Serie completa ,"Esta serie danesa de seis episodios repasa los inicios de la formidable escritora Karen Blixen, autora de prestigiosas obras como ""Memorias de África"", ""El festín de Babette"" o ""Siete cuentos góticos"". A inicios del siglo XX, regresó a Dinamarca después de una larga estancia en África Oriental sin dinero, enferma y divorciada, hecho que la empujó a empezar a escribir bajo el pseudónimo de Isak Dinesen.

Después de 17 años en Kenia, Karen Blixen lo ha perdido todo. Por delante tiene una vida que depende en gran medida de su familia. En su búsqueda de la libertad, da nueva vida a su sueño de convertirse en escritora.","Varios
Español","Español
Catalán"
43,SERIE,7.9,Manayek,2 Temporadas,https://static.filmin.es/images/media/40390/7/card_0_3_550x310.jpg,https://www.filmin.es/serie/manayek,Thriller,Israel,"1 Premios de la Academia de la TV de Israel, Estreno exclusivo, Series Thriller, Crimen y Delincuencia, Cine Policíaco, Policías Corruptos, Asesinato",2020.0, 2 Temporadas ,"Un sofisticado policiaco israelí que ha triunfado en todo el mundo y que desvela un inframundo oscuro bajo la aparencia honorable de las fuerzas del orden.

El investigador Izzy Bachar se topa con un caso de corrupción policial en el que el principal sospechoso es su mejor amigo. Supuestamente, Barak Harel es un oficial condecorado de reputación intachable, pero a medida que Izzy se sumerge en el caso, los dos veteranos policías se encontrarán en lados opuestos de la ley, atrapados en un despiadado juego del gato y el ratón. ","Varios (Original)
Catalán
Español","Español
Catalán"
44,SERIE,7.5,Bali,Serie completa,https://static.filmin.es/images/media/43657/5/card_0_3_550x310.jpg,https://www.filmin.es/serie/bali,"ThrillerDrama, Thriller",Australia,"1 Casting Guild of Australia Awards, Estreno exclusivo, Mini Series, Series Thriller, Basada en hechos reales, Terrorismo, Lección de Historia, Turismo, Discoteca, Religión, Musulmán, Radicalismo Religioso",2022.0, Serie completa ,"La actriz de ""Total Control"", Rachel Griffiths, es la protagonista de este emotivo e inspirador drama que explora cómo los héroes cotidianos de Bali y Australia desafiaron el destino para poner orden en el caos y esperanza en la desesperación durante los terribles atentados de 2002. La serie se desarrolló en estrecha colaboración con las personas afectadas directamente por la tragedia.","Español
Inglés","Español
Catalán"
45,SERIE,8.5,Exterior Noche,Serie completa,https://static.filmin.es/images/media/43843/8/card_0_3_550x310.jpg,https://www.filmin.es/serie/exterior-noche,"Thriller, Drama",Italia,"1 Festival de Cannes, Otros 2 premios o nominaciones, Estreno exclusivo, Mini Series, Series Thriller, Thriller Político, Política Italiana, Basada en hechos reales, Secuestro, Religión, Comunismo, Terrorismo, Revolución y Denuncia, Lección de Historia",2022.0, Serie completa ,"El prestigioso director italiano Marco Bellocchio retoma el caso Aldo Moro en la que es su primera y maravillosa incursión como director de series. Fue seleccionada en el Festival de Cannes, en una excepción inédita debido a la relación previa de Bellocchio con el festival y la gran calidad de la serie, que también ganó el Premio EFA a la Innovación Narrativa. Cuenta con grandes actores del cine italiano como Fabrizio Gifuni (""El capital humano"") encarnando a Aldo Moro, Toni Servillo dando vida al Papa Pablo VI y también Margherita Buy (""Mia madre"").

1978, Italia se encuentra desgarrada por una guerra: el primer gobierno respaldado por un partido comunista (PCI) de la historia de un país occidental está a punto de llegar al poder a través de una alianza histórica con el bastión tradicional del conservadurismo de la nación, la Democracia Cristiana (DC). Aldo Moro, presidente de la DC, es el principal partidario de este acuerdo. El mismo día de la ceremonia de investidura de esta nueva formación gubernamental, 6 de marzo de 1978, Aldo Moro es secuestrado durante una emboscada. Su retención durará cincuenta y cinco días: cincuenta y cinco días de esperanza, de miedos, de negociación, de fracasos, de buenas intenciones y de terribles actos.","Italiano
Español","Español
Catalán"
46,SERIE,5.9,Putos Modernos,Serie completa,https://static.filmin.es/images/media/45832/8/card_0_3_550x310.jpg,https://www.filmin.es/serie/putos-modernos,Comedia,España,"Estreno exclusivo, Sátiras y Parodias, Mini Series, Comedia Española, Posthumor, Humor Absurdo, Nuevas tecnologías, Humor Negro, Series Españolas, Comedia en Serie",2023.0, Serie completa ,"La popular colectivo creativo ""Putos Modernos"" nos ofrece esta serie homónima cuyos capítulos no llegan a los cuatro minutos: así, a modo de pequeños retales de la vida posmoderna, los episodios retratan con su particular humor escenas de cotidianidad de la mano de un elenco formado por nombres propios como Inés Hernand, Roger Coma, Maria Molins o Moderna de Pueblo, con cameo de Santi Millán incluido. Producida por The Creative, la serie deviene, ante todo, un singular ejercicio de postpostureo.

Una pareja de esnobs forzados a apreciar experiencias carísimas que no comprenden, un triatleta cuarentón incapaz de bajar a por su comida, una influencer que cada vez que se va de escapada rural pierde la cobertura y la compostura, o una señora de pelo azul que exige un champú 100% natural para su mechón.",Español (Original),Español
47,SERIE,7.9,Cielos turbios,Serie completa,https://static.filmin.es/images/media/41646/4/card_0_3_550x310.jpg,https://www.filmin.es/serie/cielos-turbios,"ComediaDocumental, Thriller",,"Estreno exclusivo, Mini Series, Docuthriller, Thriller Político, Series Thriller, Misterio, Catástrofes, Accidente Avión, Subtítulos en inglés",2022.0, Serie completa ,"El accidente de 1992 de un Boeing 747 israelí contra un edificio de apartamentos en Ámsterdam sigue siendo un misterio de tres décadas, alimentado por pruebas perdidas, un cargamento misterioso, posibles enfermedades y una caja negra desaparecida.

Este es un thriller internacional que narra cómo se conciben las narrativas y descubre los hilos ocultos entre los negocios, la política, el ejército y nosotros: la gente.",Varios,"Inglés
Español"
48,SERIE,7.8,Los Larkin,2 Temporadas,https://static.filmin.es/images/media/37994/5/card_0_3_550x310.jpg,https://www.filmin.es/serie/los-larkin,Comedia,Reino Unido,"Comedia Británica, Comedia en Serie, Cine Familiar, Relaciones Familiares, Ambientadas en los años 50, Cine de Época, Cine de Época Británico, Vida Rural, Postguerra, Grandes éxitos en subscripción en FilminCAT, Series Británicas",2021.0, 2 Temporadas ,"El creador de Los Durrell vuelve a adaptar un clásico de la literatura inglesa. Años 50, campiña inglesa y una nueva familia: Los Larkin.

En un pequeño pueblo de la confortable campiña inglesa, Kent, viven Los Larkins, una familia de clase trabajadora liderada por los simpatíquisimos y bonachones Pop y Ma Larkin. Juntos, deben sacar adelante a una familia de seis hijos, algo nada fácil en la época en la que viven. Pero su insobornable entusiasmo y ganas de ayudar a todo aquel que lo necesite les convierte en un faro de esperanza siempre que las cosas se ponen algo feas. Y es que, con todo tipo de argucias y triquiñuelas, esta astuta y amable familia conseguirá que en su pueblo se viva como en ninguno.","Español
Inglés","Español
Catalán"
49,SERIE,8.4,Todas las criaturas grandes y pequeñas,3 Temporadas,https://static.filmin.es/images/media/30809/9/card_0_3_550x310.jpg,https://www.filmin.es/serie/todas-las-criaturas-grandes-y-pequenas,"ComediaComedia, Drama",Reino Unido,"Estreno exclusivo, Series Británicas, Cine de Época Británico, Cine de Época, Basado en una Novela, Animales domésticos, Animales salvajes, Años 30, Años 40, Pelicula Mejor que Libro, Remakes, Remakes Buenos, Grandes éxitos en suscripción, Subtítulos en inglés",2020.0, 3 Temporadas ,"Descubre las entrañables aventuras de James Herriot, un veterinario en la campiña inglesa. La serie más vista en la historia de Channel 5, considerada sucesora directa de Los Durrell. ""Todas las criaturas grandes y pequeñas"" es una nueva adaptación televisiva de los célebres libros del veterinario y escritor James Herriot, tras la mítica serie homónima que se emitió en Inglaterra entre 1978 y 1990.

El excéntrico Siegfried Farnon decide contratar al recién licenciado James Herriot como ayudante en su consulta veterinaria en Skaldale House, Darrowby, un pueblo ubicado en los valles de Yorkshire. Junto a ellos, encontramos a Tristan, el hermano pequeño de Siegfried; la adorable Helen, hija de un granjero de la zona; y la Sra. Hall, ama de llaves de la mansión. Recuerda sus nombres, porque te vas a enamorar de todos ellos.","Español
Inglés","Español
Inglés
Catalán"
50,SERIE,6.8,Autodefensa,2 Temporadas,https://static.filmin.es/images/media/42909/2/card_0_3_550x310.jpeg,https://www.filmin.es/serie/autodefensa,"Comedia, Drama",España,"1 Festival de Sevilla, Otros 3 premios o nominaciones, Filmin Originals, Estreno exclusivo, Comedia dramática, Veinteañeros, Amigas Juveniles, Compañeros de Piso, Fiesta, Drogas, Noche de fiesta, Existencialismo, Feminismo, Sátiras y Parodias, Humor Negro, Amor extremo, Amistad, Salud Mental, Series Españolas, Subtítulos en inglés",2022.0, 2 Temporadas ,"La nueva apuesta de Filmin Originals, una serie creada por Berta Prieto, Belén Barenys, más conocida como MEMÉ y corista de Rigoberta Bandini, y Miguel Ángel Blanca. Algo así como si mezcláramos la mítica serie ""Girls"" con la película generacional ""Kids"" y la dirigiera Lars von Trier.

Autodefensa va de dos amigas que hacen lo que les da la gana sin tener que pedir permiso a nadie. Va de tener veintitantos, vivir en Barcelona y querer pisar todas las líneas rojas emocionales posibles para descubrir quién eres realmente. Va de las aventuras de dos locas descaradas que no quieren que nadie les diga cómo hacer las cosas, y que han creado su propio mundo para ser las reinas. En realidad, Autodefensa va de dos chicas que están muy asustadas y que se divierten en defensa propia. Dicen que lo sienten, que todo ha sido en defensa propia, solo es que tenían mucho miedo.",Español,Inglés
51,SERIE,8.6,Choque de futuros 1918-1939,Serie completa,https://static.filmin.es/images/media/44194/6/card_0_3_550x310.jpg,https://www.filmin.es/serie/choque-de-futuros-1918-1939,"Documental, Drama",,"2 German TV Awards, Otros 1 premios o nominaciones, Estreno exclusivo, Mini Series, Documental Histórico, Guerra, Entreguerras, Amor en tiempos de Guerra, I Guerra Mundial, II Guerra Mundial, Traumas de guerra, Mezcla Documental / Ficción, Lección de Historia, Historias cruzadas, Series de época, Subtítulos en inglés",2020.0, Serie completa ,"El periodo de entreguerras, entre 1918 y 1939, fue dramático de formas muy distintas y alejadas en países como Alemania, Italia, Gran Bretaña, Francia o la Unión Soviética, entre otros.

Esta miniserie documental de ocho capítulos relata los destinos de ocho hombres, mujeres y niños extraordinarios usando sus propios diarios, cartas y memorias. Estas personas fueron sumergidas en la guerra por sus convicciones, quienes con sus amores y decisiones dieron vida a la historia de Europa con todas sus contradicciones. Creada por Jan Peter y Gunnar Dedio.",Varios,"Español
Inglés
Catalán"
52,SERIE,8.7,El último artefacto socialista,Serie completa,https://static.filmin.es/images/media/36796/7/card_0_3_550x310.jpg,https://www.filmin.es/serie/el-ultimo-artefacto-socialista,Drama,,"1 Series Mania, Otros 1 premios o nominaciones, Series nórdicas, Comunismo, Basado en una Novela, Lucha de clases, Mundo laboral, Guerra de los Balcanes",2021.0, Serie completa ,"Mejor Serie en Series Mania, el mayor festival seriéfilo del mundo. Una inmersión elegíaca en los restos de un mundo donde la clase trabajadora, los empresarios modernos y los viejos ideales siguen alimentando un sistema económico que se devora a sí mismo. La historia se basa en los sentimientos de los personajes, falsos héroes melancólicos, donde la dirección prístina de Dalibor Matanić eleva la serie a nuevas alturas poéticas, mostrando que un país tachado de ""pequeño"" como Croacia puede contar la historia completa de los males de nuestro tiempo mientras mantiene una esencia local.

Oleg y Nikola, dos ciudadanos de Zagreb, llegan a una pequeña ciudad perdida en los Balcanes. Marcados por la caída del comunismo y la separación de Yugoslavia, sus habitantes viven en la desesperación y la miseria. Pero Oleg y Nikola tienen un gran proyecto para su fábrica, que otrora fue el centro de la actividad local, y ahora está abandonada y obsoleta. ¿Podrán devolver la dignidad a los vecinos?","Varios
Español","Español
Catalán"
53,SERIE,6.9,Territorio Gravedad,1 Temporada,https://static.filmin.es/images/media/44419/7/card_2_3_550x310.jpg,https://www.filmin.es/serie/territorio-gravedad,Drama,España,"Serie Documental, Mezcla Documental / Ficción, Documental sobre Ciencia y Tecnología, Investigación Científica, Ciencia, Periodismo, Espacio Exterior, Series Españolas",2022.0, 1 Temporada ,"Serie divulgativa en la que se mezcla realidad y ficción para ofrecer la más actual panorámica del universo de la mano de su gran escultora: la gravedad.

Desde la península ibérica hasta los confines del cosmos, déjate llevar en la más actual panorámica del universo, acompañada en todo momento de su gran escultora: la gravedad. Y es que, desde la enunciación de la Teoría General de la Relatividad en 1915 por el físico Albert Einstein, la gravedad se ha convertido en la absoluta protagonista a quien atribuir la más plausible explicación de la evolución de este universo en el que habitamos: desde su confuso nacimiento… hasta su incierto futuro.",Español (Original),
54,SERIE,7.2,Oswald. El falsificador: La serie,1 Temporada,https://static.filmin.es/images/media/44483/6/card_0_3_550x310.jpg,https://www.filmin.es/serie/oswald-el-falsificador-la-serie,Documental,España,"Estreno exclusivo, Filmin Originals, Serie Documental, Docuthriller, Documental sobre Pintores, Falsificaciones, Artes Plásticas, Robos, Galerías de arte, Crimen y Delincuencia, Humor Negro, Juicios, Títulos Accesibles, Series Españolas",2023.0, 1 Temporada ,"Serie que amplia la historia del documental ""Oswald. El Falsificador"" y añade las reacciones del propio Oswald al estreno. Un nuevo episodio cada semana.

Conoce al mayor falsificador de la historia de España. Dirigido por el ganador del Goya, Kike Maíllo y rodado en Estados Unidos, Italia y España, nos presenta a Oswald Aulestia Bach, artista catalán perseguido durante años por la justicia estadounidense por ser una de las piedras angulares de la llamada “Operación Artista”, una investigación del FBI, en colaboración con los Mossos d'Esquadra y los Carabinieri, para encarcelar a los responsables de una de las mayores tramas de falsificación de arte de las últimas décadas.

“El falsificador” recorre la fascinante historia de su vida, llena de excesos, trapicheos y engaños. Escondido tras unas gafas de espejo y una gorra, y con su identificativo bigote, Oswald es un personaje singular a través del cuál la película reflexiona sobre los conceptos de original y copia, realidad y leyenda, verdad y mentira. Es difícil saber cuánto de lo que nos cuenta Oswald es real, y cuánto una invención dedicada a ensalzar su mito.",Varios,"Español
Español [CC]"
55,SERIE,6.9,Desvelando Arafat,Serie completa,https://static.filmin.es/images/media/45059/2/card_0_3_550x310.png,https://www.filmin.es/serie/desvelando-arafat,"DocumentalDocumental, Thriller",Francia,"1 Atlàntida Mallorca Film Fest, AMFF 2023, AMFF 2023 - Política i controversia, Mini Series, Docuthriller, Thriller Político, Cine Político, Conflicto Palestino-israelí, Terrorismo, Corrupción política, Unión Soviética, Violencia, Conflicto Oriente Medio, Memoria Histórica",2023.0, Serie completa ,"Descubre la increíble historia de uno de los secretos mejor guardados de la política internacional. Durante toda su trayectoría como líder del movimiento de liberación palestino, la vida de Yasser Arafat siempre fue un misterio. A través de documentos desclasificados y una amplia galería de testimonios, esta docuserie explora su estrecha relación con el KGB y su papel en la financiación del terrorismo internacional.

Como si de un thriller político se tratara, descubriremos los vínculos que tenía Arafat con personalidades como Charles de Gaulle, Jacques Chirac, François Mitterrand, Yitzhak Rabin, Ariel Sharon o Bill Clinton. Desde las altas esferas de las Naciones Unidas hasta las cárceles de mala muerte de Oriente Medio. ",Varios (Original),
56,SERIE,8.2,The Newsreader,Serie completa,https://static.filmin.es/images/media/38888/4/card_0_3_550x310.jpg,https://www.filmin.es/serie/the-newsreader,Drama,Australia,"5 Australian Academy of Cinema and Television Arts Awards, Estreno exclusivo, Televisión, Periodismo, Ambientadas en los años 80, Mundo laboral, Cine Político, Basada en hechos reales, Relación Madre Hijo, Despertar Sexual LGTBI+, LGTBI+, VIH/Sida, Nuclear, Monarquía, Subtítulos en inglés",2021.0, Serie completa ,"¿Qué ocurre cuando en un informativo de gran audiencia la verdadera noticia está justo delante de la cámara? En esta deliciosa serie para los amantes del periodismo y los medios de comunicación saltan chispas entre sus dos protagonistas, los dos presentadores de un informativo nocturno de éxito en la Australia de los años 80. Gran triunfadora en los premios de la Academia Australiana del Cine y la Televisión, cuenta con Anna Torv (""Fringe"") al frente del reparto.

En el despiadado mundo de los informativos de televisión en 1986, el ambicioso reportero Dale Jennings y la estrella de las noticias Helen Norville, con un carácter difícil, forman pareja en un programa nocturno de éxito. Juntos cubren noticias históricas como el desastre del Challenger, la crisis del sida o la llegada del cometa Halley. Sus vidas personales y profesionales empiezan a mezclarse mientras el mundo a su alrededor afronta grandes cambios a un ritmo vertiginoso.","Español
Inglés","Español
Inglés
Catalán"
57,SERIE,8.4,World of Tomorrow,Serie completa,https://static.filmin.es/images/media/43320/2/card_0_3_550x310.jpg,https://www.filmin.es/serie/world-of-tomorrow,"DramaCiencia ficción, Animación",Estados Unidos,"1 Premios Óscar, Otros 7 premios o nominaciones, Serie de animación, Cine Indie Norteamericano, Animación para Adultos, Viajes en el tiempo, Infancia y Adolescencia, Futurista, Mind-Blowing, Cult Movies, Subtítulos en inglés",2020.0, Serie completa ,"Presentamos en su versión íntegra ""World of Tomorrow"", una de las grandes obras maestras de la animación del siglo XXI. Una brillante exploración en clave sci-fi de los viajes en el tiempo y el futuro de la humanidad.

Una niña recibe la inesperada visita de una mujer que la llevará por un viaje alucinante al futuro lejano.",Inglés,"Español
Inglés"
58,SERIE,5.0,Backstage,Serie completa,https://static.filmin.es/images/media/45455/2/card_0_3_550x310.jpg,https://www.filmin.es/serie/backstage,"Documental, Comedia",España,"Mini Series, Comedia en Serie, Series Españolas, Metacine, Actor Director, Falso Documental, Comedia Española, Serie B",2021.0, Serie completa ,"""Backstage"" es una comedia internacional de producción vasca en formato de falso documental que se nutre de grandes referentes como las mejores películas del cine de serie B o series como ""The Office"".

Ivana es una directora joven con un sueño: realizar su primera serie de ficción... espacial. Su madre (la productora ejecutiva) le consigue la mejor plataforma de series para su estreno. Pero la plataforma no conoce el proyecto y su equipo deja mucho que desear. El rodaje comienza y lo que puede salir mal, sale peor y para mala suerte de Ivana, todo está registrado desde el Backstage.",Español (Original),
59,SERIE,8.0,"Pétalo carmesí, flor blanca",Serie completa,https://static.filmin.es/images/media/42859/3/card_1_3_550x310.jpg,https://www.filmin.es/serie/petalo-carmesi-flor-blanca,Drama,Reino Unido,"5 Premios BAFTA, Otros 1 premios o nominaciones, Cine de Época, Época Victoriana, Prostitución, Basado en una Novela, Series Británicas, Alta Sociedad, Crimen y Delincuencia",2011.0, Serie completa ,"Ambientada en Londres en 1870, en la época de la Inglaterra Victoriana. La protagonista es Sugar, una joven e inteligente prostituta que se ha propuesto como objetivo ascender en la escala social.","Español
Inglés","Español
Catalán"
60,SERIE,7.7,Cara a cara,2 Temporadas,https://static.filmin.es/images/media/27409/5/card_0_3_550x310.jpg,https://www.filmin.es/serie/cara-a-cara,Drama,Dinamarca,"Estreno exclusivo, Series Thriller, Series nórdicas, Thriller Nórdico, Asesinato, Suicidio, Crimen y Delincuencia, Pocos Personajes y Localizaciones",2019.0, 3 Temporadas ,"Excitante y memorable thriller criminal nórdico sobre una psicóloga que debe investigar el supuesto suicidio de su propia hija. Cada uno de los ocho episodios, de 30 minutos de duración, está narrado en tiempo real, donde la protagonista se encuentra con un nuevo personaje cada vez y mantiene una tensa conversación en la que poco a poco se le van revelando nuevos datos relacionados con la trama. La flor y nata de la interpretación danesa eleva el nivel de una de las series más sorprendentes y originales de los últimos años.

La psicóloga Susanne Egholm, aun en duelo por la muerte de su hija, recibe a un nuevo paciente en lo que parece ser una rutinaria sesión de hipnosis con un hombre que desea dejar de fumar. Durante la sesión, el paciente se revela como un asesino en serie que va a cometer su próximo crimen en breve, por lo que Susanne tendrá que medirse en una carrera a contrarreloj para intentar frenar un nuevo asesinato.","Español
Danés","Español
Catalán"
61,SERIE,7.3,Kadewe,Serie completa,https://static.filmin.es/images/media/42858/5/card_0_3_550x310.jpg,https://www.filmin.es/serie/kadewe,"ThrillerDrama, Romántica",Alemania,"2 German TV Awards, Series de época, Ambientadas en los años 20, Grupo de amigos, Amistad, Alta Sociedad, LGTBI+, Fiesta, Nazismo, Cabaret, Drogas, Prostitución",2022.0, Serie completa ,"En el Berlín después de la Gran Guerra, un grupo de amigos alcanzan la mayoría de edad y pasan sus días en el templo de la opulencia (KaDeWe) y por la noche en el legendario club Eldorado.

Este apasionante drama se centra en cuatro jóvenes amigas progresistas y ambiciosas en busca de la realización personal en la década de 1920, una época de agitación, reinvención, supervivencia y nuevas oportunidades liberadoras para las mujeres.

Se conocen en KaDeWe y pasan las noches en el legendario club nocturno Eldorado, en el epicentro de la escena clandestina gay y lésbica de la ciudad, y se embarcan en una aventura ilícita embriagadora.","Alemán
Español","Español
Catalán"
62,SERIE,7.2,The Kingdom Exodus,Serie completa,https://static.filmin.es/images/media/42384/10/card_0_3_550x310.jpg,https://www.filmin.es/serie/the-kingdom-exodus,"Terror, Drama, Thriller",Dinamarca,"1 Festival de Venecia, Estreno exclusivo, Ciclo Lars Von Trier, Cine Nórdico, Series nórdicas, Thriller Nórdico, Secuelas, Vejez, Casas encantadas, Fantasía, Inmigración Europea, Humor Negro, Poderes Sobrenaturales, Espíritus, Fantasmas, Hospital, Medicina, Metacine, Neurodiversidad, Enfermedades y Discapacidades, Grandes éxitos en suscripción",2022.0, Serie completa ,"El mal ha resurgido. El Reino ha abierto sus puertas. 25 años desde su último episodio, la incisiva cámara de Lars Von Trier regresa a los siniestros pasillos del hospital que aterrorizó a toda Europa en la célebre serie de televisión. Superando cualquier tipo de expectativa, estrenamos en exclusiva esta secuela. 

Un gigantesco organismo de carne y hueso se ha materializado en las habitaciones y pasillos del hospital ""El Reino"". En una lluviosa noche, una sonámbula Karen siente que algo va mal y viaja a El Reino en busca de respuestas. A su llegada, descubre que el hospital está sufriendo y que ella es la única que puede liberar al Reino de su tormento. Al mismo tiempo, el médico sueco Helmer Junior acaba de ser contratado y pronto empieza a sentir una actitud denigrante por parte de sus colegas daneses. Ha llegado el momento, va a suceder: El Éxodo. Es ahora cuando los espíritus que rodean el hospital se dividirán entre la luz y la oscuridad, y entonces, la puerta podrá abrirse. ","Varios
Español","Español
Catalán"
63,SERIE,8.6,Total Control,Serie completa,https://static.filmin.es/images/media/38878/6/card_0_3_550x310.jpg,https://www.filmin.es/serie/total-control,"Drama, Thriller",Australia,"2 Australian Writers Guild, Otros 3 premios o nominaciones, Estreno exclusivo, Thriller Político, Mujeres en Política, Conspiración Política, Racismo, Relaciones Familiares, Relación entre Hermanos, Asesinato, Relación Madre Hijo, Redes Sociales",2021.0, Serie completa ,"Estreno de la segunda temporada. Las trampas del poder y los tejemanejes más sucios de la política entran en acción en esta suerte de ""Borgen"" a la australiana con dos intérpretes en estado de gracia: Deborah Mailman y Rachel Griffiths.

Después de un dramático suceso, Alex Irving, una mujer indígena carismática y contradictoria, se convierte en el centro de la atención mediática en Australia. La Primera Ministra Rachel Anderson, muy discutida, ve en ella un mina de oro publicitaria y le ofrece un puesto como senadora. Pero Alex no se va a conformar con ser un adorno y pretende cambiar las cosas desde su nueva posición, lo que la llevará a ser traicionada y a iniciar una venganza que amenaza con hacer colapsar el sistema político.","Español
Inglés","Español
Catalán"
64,SERIE,7.9,Blinded,2 Temporadas,https://static.filmin.es/images/media/27339/4/card_0_3_550x310.jpg,https://www.filmin.es/serie/blinded,"Thriller, Drama",Suecia,"Estreno exclusivo, Series Thriller, Thriller Financiero, Thriller Nórdico, Thriller Erótico, Series nórdicas, Periodismo, Banca, Capitalismo, Corrupción, Basada en hechos reales, Basado en una Novela",2022.0, 2 Temporadas ,"Adaptación de la novela homónima de Carolina Neurath, inspirada en un caso real sobre una periodista que se debate entre el amor y el rigor profesional al descubrir que su amante está involucrado en un grave escándalo financiero.

La periodista financiera Bea Farkas recibe un mensaje anónimo que le alerta sobre un cúmulo de irregularidades en el poderoso banco de inversiones ST. La noticia podría catapultar su carrera profesional, pero Bea mantiene una relación con el CEO del banco, Peder Rooth, un hombre casado y padre de familia. ","Español
Sueco","Español
Catalán"
65,SERIE,7.4,Sirius,Serie completa,https://static.filmin.es/images/media/41421/2/card_0_3_550x310.jpg,https://www.filmin.es/serie/sirius,"Documental, Thriller",Francia,"Estreno exclusivo, Docuthriller, Series Thriller, Mini Series, Misterio, Ambientadas en los años 90, Sectas, Documental sobre Religión, Religión, Suicidio",2022.0, Serie completa ,"Sirius es un thriller de misterio en cuatro capítulos que profundiza en la increíble historia de la Orden del Templo Solar, un culto infamemente conocido por alentar los suicidios colectivos entre sus seguidores.

Nuestra historia empieza cuando tres periodistas se unen para investigar dos accidentes aparentemente sin relación: dos incendios domésticos con víctimas, uno en Canadá y otro en Suiza, demasiado similares para ser una coincidencia. En una investigación mundial, con la ayuda de encuentros casuales, análisis forenses y exhibiciones, vincularon esos eventos con La Orden del Templo Solar. En este oscuro culto creían que, a través del suicidio, podrían ser transportados a la estrella de Sirius para vivir en el paraíso. Los perodistas se empiezan a preguntar: ¿Fue un suicidio en masa? ¿Podría volver a ocurrir? Y si es así, ¿dónde?","Francés
Español",Español
66,SERIE,7.2,Hotel Europa,Serie completa,https://static.filmin.es/images/media/42664/2/card_0_3_550x310.jpg,https://www.filmin.es/serie/hotel-europa,Drama,Alemania,"Estreno exclusivo, Mini Series, Drama de Época, Series de época, Hotel, Alta Sociedad, Lucha de clases, Entreguerras, I Guerra Mundial, Traumas de guerra",2021.0, Serie completa ,"Miniserie en 2 partes sobre una de las dinastías hoteleras más importantes de Europa, los Dreesen. Un hotel donde personajes como Hitler o Chaplin se encuentran a orillas del Rin y que recorre la historia de nuestro continente. 

Recorremos los hechos mediante los ojos de Emil Dreesen, hijo y heredero de la familia, que regresó de la Primera Guerra Mundial con graves traumas y secuelas. A diferencia de su padre, Fritz, conservador y nacionalista convencido, el joven de 21 años pretende dar un vuelco a la política del hotel y atraer a nuevos invitados de círculos más culturales, modernos y populares. Cuando Emil es chantajeado por un antiguo compañero de trincheras, con quien comparte un oscuro secreto, el sucesor se enfrentará a uno de los mayores desafíos de su vida.","Alemán
Español","Español
Catalán"
